,余地がある⇔ない,,①② có ⇔ không có chỗ để làm gì đó,
346,が発言する,はつげん,"phát ngôn, ý kiến phát biểu",
,発言力,はつげんりょく,"tiếng nói, sức mạnh của lời nói",
,発言権,はつげんけん,"quyền phát biểu ý kiến, quyền phát ngôn",
347,を発行する,はっこう,"① phát hành, cấp phát(パスポート、成績証明書、～カード、診断書、)
② xuất bản (書籍 しょせき　sách báo)
③ phát hành (紙幣 しへい tiền giấy, 株券 かぶけん cổ phiếu, 国債 こくさい trái phiếu nhà nước)",
,を再発行する,さいはっこう,tái cấp phát ①,
,を出版する,しゅっぱん,xuất bản ②,
,を発刊する,はっかん,xuất bản ②,
,を刊行する,かんこう,xuất bản ②,
348,を発信する,はっしん,"phát tín, gửi thư tín, thông tin (電報　でんぽう、メール、情報)",
,発信人,はっしんにん,người phát tín,
,発信者,はっしんしゃ,người phát tín,
,発信先,はっしんさき,"nơi nhận thông tin ( hiện tại thì cũng dùng từ này để nói về người gửi) Do dễ bị nhầm lẫn như thế nên người ta sẽ dùng từ 発信 và 着信 đối với điện thoại, 送信 và 受信 đối với mail, 送り先 và 届け先 đối với đồ vật )",
,発信元,はっしんもと,nơi gửi thông tin,
,を受信する,じゅしん,nhận thông tin,
,着信,ちゃくしん,cuộc gọi đến,
349,を発送する,はっそう,"chuyển phát, ship hàng (荷物を)",
,発送先,はっそうさき,nơi gửi,
,発送元,はっそうもと,nơi nhận,
350,が発酵する,はっこう,"lên men (生地 きじ bột làm bánh, vải)",
,発酵食品,はっこうしょくひん,thực phẩm lên men,
,アルコール発酵,,lên men rượu,
351,が発育する,はついく,"lớn lên, phát triển　（子供は順調に、発育のいい赤ちゃん）",
,発育がいい⇔悪い,,phát triển tốt ⇔ không tốt,
,発育が早い⇔遅い,,"phát triển nhanh, lớn nhanh ⇔ chậm phát triển",
,が生育する,せいいく,phát triển,
,が成育する,せいいく,phát triển,
352,が/を発足する,はっそく,thành lập (会、組織、団体),
353,を確信する,かくしん,lòng tin、tin tưởng chắc chắc là như thế,
,確信がある⇔ない,,có ⇔ không có lòng tin,
,確信を持つ,,có lòng tin,
,確信を得る,,nhận được sự tin tưởng,
,確信的な,かくしんてき,một cách tin tưởng,
,確信犯,かくしんはん,biết là sai trái nhưng vẫn phạm tội,
354,が/を確定する,かくてい,"xác định, chọn được, quyết định được (新市長、刑 けい hình phạt, 方針 phương pháp, phương châm)",
,確定的な,かくていてき,"một cách xác định, đại khái đã xác định",
,不確定な,ふかくてい,không xác định,
355,を確保する,かくほ,"bảo đảm, giữ gìn (食料、予算、財源、原料、エネルギー)",
356,が/を確立する,かくりつ,"xác lập, thành lập, tạo nên (基礎、制度、作風、名声 めいせい danh tiếng, 信頼関係、地位)",
357,が反応する,はんのう,"① phản ứng với tình huống, với hoàn cảnh (khi được gọi tên, với đồ ăn chua thì nhăn mặt,...)
② phản ứng, nhận biết, nhận tín hiệu xử lý (máy móc)
③ phản ứng khi trộn 2 thứ lại với nhau",
,反応を見る,,nhìn xem phản ứng (của ai đó),
,拒否反応,きょひはんのう,"phản ứng không để ý, không quan tâm, từ chối",
,拒絶反応,きょぜつはんのう,phản ứng cự tuyệt (mạnh hơn so với 拒否反応),
,反応がある⇔ない,,có ⇔ không có phản ứng,
,反応がいい⇔悪い,,phản ứng tốt ⇔ không tốt,
,反応が鋭い⇔鈍い,するそい⇔にぶい,phản ứng nhạy bén ⇔ phản ứng không nhạy,
,反応が素早い⇔遅い,すばやい,phản ứng nhanh ⇔ chậm,
,無反応な,むはんのう,không có phản ứng,
,化学反応,かがくはんのう,phản ứng hóa học,
358,が/を 反射する,はんしゃ,"① phản chiếu, phản xạ ánh sáng, âm thanh (日光が壁に、)
② phản xạ tự nhiên khi thấy trạng thái, tình huống gì đó của con người",
,反射神経,はんしゃしんけい,thần kinh phản xạ,
,条件反射,じょうけんはんしゃ,phản xạ có điều kiện,
,反射的な,はんしゃてき,một cách phản xạ,
359,が反発する,はんぱつ,"①　phản phát, bật lại, chống đối (親に、)
②　đẩy (磁石)",
,反発を招く,,"mời gọi phản bác, làm những điều khiến người khác phản bác lại",
,～から反発を買う,,"mua sự phản bác, làm những điều khiến người khác phản bác lại",
,反発力,はんぱつりょく,lực đẩy hút (của nam châm),
360,が/を反映する,はんえい,"① phản ánh (国民の声、世相　せそう tình hình xã hội, 親の行動 hành động của bố mẹ)
② phản chiếu （富士山の姿）",
361,が反則する,はんそく,phạm lỗi (thường dùng trong thể thao),
,反則を犯す,,"vi phạm lỗi, thực hiện hành vi phạm lỗi (cố ý)",
,反則を取られる,,bị lỗi (không cố ý),
,反則負け,はんそくまけ,thua cuộc vì phạm lỗi,
362,特許,とっきょ,bằng sáng chế,
,特許権,とっきょけん,bằng sáng chế,
,特許を取る,,lấy bằng sáng chế,
,特許を得る,,có bằng sáng chế,
,特許を申請する,しんせい,xin xác nhận sáng chế,
363,特有,とくゆう,"đặc hữu, đặc thù, độc đáo (特有の匂い、特有の習慣)",
,固有,こゆう,cố hữu、cái vốn có; truyền thống　（文化、財産）,
,独特,どくとく,"độc đáo, lạ (スタイル、風格)",
364,を特定する,とくてい,"① đã định trước (条件、)
② xác định (犯人、アレルギー源 nguyên nhân, nguồn gây ra dị ứng)",
,不特定多数,ふとくていたすう,mặc định là nhiều nhưng không rõ là bao nhiêu,
365,が復帰する,ふっき,"khứ quy, quay lại, khôi phục nguyên trạng",
,社会復帰,しゃかいふっき,trở lại với cuộc sống trong xã hội,
,職場復帰,しょくばふっき,trở lại công việc,
,原状復帰,げんじょうふっき,trở về nguyên trạng,
366,が/を復旧する,ふっきゅう,"phục hồi (công trình, đường sá)",
,復旧作業,ふっきゅうさぎょう,tiến hành phục hồi lại như cũ,
367,が/を復興する,ふっこう,"phục hưng (đất nước, làng, xã, mang tính kinh tế xã hội...)",
,災害復興,さいがいふっこう,phục hưng sau thiên tai,
368,を追及する,ついきゅう,điều tra、truy cứu tội (責任、原因、犯人、犯行の動機、事件),
369,を追求する,ついきゅう,theo đuổi (理想、幸福、利益、...),
370,を追究する,ついきゅう,"theo đuổi nghiên cứu, làm sáng tỏ (真理、真実、本質、美　び vẻ đẹp)",
371,を追跡する,ついせき,theo dấu (犯人),
,追跡調査,,theo sát điều tra,
372,手本,てほん,"① mẫu, vật mẫu
② hình mẫu lý tưởng, cách làm mẫu",
,手本にする,,làm mẫu,
,手本になる,,trở thành khuôn mẫu,
,模範,もはん,"mô phạm, thị phạm, làm mẫu",
373,手がかり,てがかり,"① dấu vết, manh mối
② chỗ bám tay",
,手がかりがある⇔ない,,có ⇔ không có dấu vết,
,手がかりをつかむ,,nắm bắt dấu vết,
,糸口,いとぐち,"đầu mối, manh mối",
,足がかり,あしがかり,chỗ đặt chân,
374,が手分けする,てわけ,"phân chia (みんなで　phân chia mọi người, 何の人かで chia cho mấy người)",
,を分担する,ぶんたん,phân chia,
375,を手配する,てはい,"thu xếp, chuẩn bị khi tổ chức sự kiện gì đó(人員　じんいん、物資　ぶっし、チケット、会場、)",
,指名手配,しめいてはい,nêu tên truy nã,
376,手探り,てさぐり,"①dò dẫm, mò mẫn (bước đi, tiến lên, )
② mày mò, dò dẫm học những điều cơ bản",
377,手際,てぎわ,"kĩ năng, sự khéo léo",
,手際がいい⇔悪い,,kĩ năng tốt ⇔ không tốt,
,手際よく,,kĩ năng tốt,
,不手際,ふてぎわ,không có kĩ năng,
378,人手,ひとで,"① nhân công, người làm
② người phụ giúp
③ bàn tay con người",
,人手がかかる,,tốn nhân công,
,人手をかける,,tốn nhân công,
,人手が足りない,,không đủ nhân công ,
,人手不足,ひとでぶそく,thiếu nhân công,
,人手を借りる,,"mượn tay người khác, nhờ giúp đỡ",
,人手に頼る,,nhờ vào người khác,
,人手を加える,,nhúng tay vào,
,人手が入る,,có bàn tay con người can thiệp vào,
,人手に渡る,,trao tay cái gì cho người khác ,
379,人目,ひとめ,sự chú ý của mọi người ,
,人目がある,,có sự chú ý của mọi người,
,人目が気になる,,bị chú ý,
,人目を気にする,,gây chú ý,
,人目を避ける,,né tránh sự chú ý,
,人目に付く,,được chú ý,
,人目を引く,,lôi kéo sự chú ý của người khác,
,人目をはばがる,,"quan tâm, để ý (=気になる)",
380,人気,ひとけ,cảm giác có người (khi đi đường vắng),
,人気がない,,"cảm giác không có người, không có ai",
,,,,
,～かかる①＜自＞　相手に対して作用を及ぼす,,,
381,が寄りかかる,よりかかる,"dựa vào, tựa vào, dựa dẫm vào (壁に、木に、親に)",
382,（が）凭れかかる,もたれかかる,"dựa vào, tựa vào, dựa dẫm vào (いすの背に、友人の肩に、親に)",
383,（が）つかみかかる,,"tóm lấy, chụp lấy (相手に)",
384,が突っかかる,つっかかる,"đâm vào, tấn công, gây hấn (闘牛士に　とうぎゅうし　võ sĩ đấu bò)",
385,"が飛びかかる
が跳びかかる",とびかかる,nhảy vồ lấy (犯人に、獲物に),
,,,,
,～かかる②＜自＞　～を始める,,,
386,が取りかかる,とりかかる,bắt đầu (論文に),
,,,,
,～かかる③＜自＞　もう少しで～しそうである,,,
387,が暮れかかる,くれかかる,sắp tối,
388,が落ちかかる,おちかかる,sắp rơi xuống,
,,,,
,～かける①＜自/他＞　相手に対して作用を及ぼす,,,
389,を立てかける,たてかける,để tựa vào (壁に),
390,が話しかける,はなしかける,"bắt chuyện, nói chuyện (妹に)",
391,が働きかける,はたらきかける,"gây tác động đến, gây ảnh hưởng đến （AをBに働きかける　tác động lên B về vấn đề A）",
,働きかけをする,,"gây tác động đến, gây ảnh hưởng đến ",
392,が押しかける,おしかける,"đâm vào, lao vào (家に、空港に)",
393,が詰めかける,つめかける,tập trung đông ở một chỗ,
394,を見せかける,みせかける,"ngụy tạo, ngụy trang (木の枝に ngụy trang vào cành cây)",
,,,,
,～かける②＜自/他＞　～し始めてやめる,,,
395,を言いかける,いいかける,bắt đầu nói,
,,,,
,～かける③＜自＞　もう少しで～しそうである,,,
396,が溺れかける,おぼれかける,suýt chết đuối,
,,,,
,～つける①＜自/他＞　相手に強く～する、強い勢いで～する,,,"～かかる
1. Tác động đến đối tượng
2. Bắt đầu
3. bắt đầu, sắp
～かける
1. Tác động đến đối tượng
2. Bắt đầu
3. Suýt
～つける
1. Tác động mạnh mẽ lên đối tượng
2. gắn, lắp
3. quen thuộc"
397,を言いつける,いいつける,"① ra lệnh, sai bảo
② mách lẻo, méc",
398,が駆けつける,かけつける,chạy lao vào (病院に),
399,を決めつける,きめつける,khẳng định (あなたが悪いと),
400,を送り付ける,おくりつける,gửi (本を彼女に),
401,を押し付ける,おしつける,"① ép buộc (人に責任を)
② ép vào, áp vào (壁に耳を)",
402,をにらみつける,,nhìn chằm chằm ,
403,を叩きつける,たたきつける,đập vào (机に),
404,を怒鳴りつける,どなりつける,quát mắng (コーチは選手を),
,見せつける,みせつける,khoe (khoe món đồ với bạn),
,,,,
,～つける②＜他＞　ものに何かを付けるようにする,,,
405,を備え付ける,そなえつける,trang bị những đồ dùng thường xuyên(部屋にエアコンを),
406,を飾り付ける,かざりつける,trang trí (クリスマスツリーに豆電球を),
,,,,
,～つける③＜自/他＞　～することに慣れている、いつも～している,,,
407,をやりつける,そなえつける,"quen thuộc, thường làm　（やりつけることをする）",
408,が行きつける,かざりつける,thường đi đâu đó,
,行きつけの店,,tiệm hay đi,
,,,,
,～とる①＜他＞　自分のものにする,,,
409,を勝ち取る,かちとる,chiến thắng,
410,をつかみ取る,つかみとる,nắm bắt (チャンスを、勝利を),
411,を聞き取る,ききとる,"nghe tiếp thu được, nghe được",
412,を書き取る,かきとる,ghi chú,
413,を読み取る,よみとる,"đọc, nắm được nội dung (表情、気持ち、カード、)",
414,を乗っ取る,のっとる,"chiếm quyền kiểm soát, chiếm đoạt (飛行機を、会社を)",
,乗っ取り犯,のっとりはん,"người chiếm đoạt, tội phạm chiếm đoạt những thứ của người khác",
,ハイジャック,hijack,không tặc cướp máy bay,
415,を抜き取る,ぬきとる,móc ra (財布から紙幣を　しへい tiền giấy),
,,,,
,～返す①＜他＞　他からされたことを、こちらからもする,,,
416,を言い返す,いいかえす,"đáp trả, nói trả lại",
,,,,
,～返す②＜他＞　もう一度～する,,,
417,を読み返す,よみかえす,đọc lại (母の手紙を),
,を読み直す,よみなおす,đọc lại,
418,を聞き返す,ききかえす,hỏi lại,
,を聞き直す,ききなおす,hỏi lại,
419,を思い返す,おもいかえす,"①　suy nghĩ lại, thay đổi quyết định, ② nhớ lại",
,を思い直す,おもいなおす,"suy nghĩ lại, thay đổi quyết định",
,を振り返る,ふりかえる,nhớ lại,
420,を見返す,みかえす,"① đọc lại, xem lại (レポートを)
② nhìn lại (bị nhìn nên nhìn lại)",
,を見直す,みなおす,"đọc lại, xem lại",
,,,,
,～切る①＜自/他＞最後まで～する　(関)～果たす、～抜く、～尽くす,,,
421,を使い切る,つかいきる,sử dụng hết (力、財産、食材),
422,を出し切る,だしきる,bộc lộ ra hết (全力を),
,,,,
,～切る②＜自/他＞すっかり～する、完全に～する,,,
423,が分かり切る,わかりきる,"rõ ràng, hiển nhiên",
424,が困り切る,こまりきる,rất khốn đốn,
425,が澄み切る,すみきる,"hoàn toàn trong sáng, trong xanh",
426,を押し切る,おしきる,nhất quyết,
,,,,
,～切る③＜自＞強く～する,,,
427,が言い切る,いいきる,khẳng định (本物だと),
428,が踏み切る,ふみきる,"hạ quyết tâm, quyết định làm",
,,,,
,取り～①「取り」が付かないと意味が変わるもの,,,
429,を取り返す,とりかえす,lấy lại (những gì đã mất),
,を取り戻す,とりもどす,lấy lại,
430,を取り立てる,とりたてる,"①　đòi nợ (家賃を)
②　ưu ái bổ nhiệm (リーダーに取り立てる năng lực thực tế chưa đạt được nhưng được ưu ái cất nhắc)
③　không...lắm (＋thể phủ định = 特に) 取り立てて問題にすろことはないだろう",
431,を取り締まる,とりしまる,"kiểm soát, quản lý　（スピード違反を）",
,取り締まり,とりしまり,"sự kiểm soát, sự quản lý",
,取締役,とりしまりやく,"người quản lý, người điều hành",
432,が取り組む,とりくむ,chuyên tâm vào （難しい問題に）,
433,が/を取り込む,とりこむ,"①　mang vào, lấy vào (洗濯物を)
②　giành được, thu về phía mình (会社の金を biển thủ)
③　bận rộn (お取込み中)",
434,を取り下げる,とりさげる,"rút lại, bãi bỏ phán quyết, lời nói (辞表、訴え、告訴 こくそ sự tố cáo )",
435,を取り次ぐ,とりつぐ,"chuyển lời nhắn, chuyển điện thoại (用件 lời nhắn, 電話)
dùng trong giải thích hành động chứ không phải hành động trực tiếp",
436,を取り巻く,とりまく,"vây quanh, bao vây (首相を, アイドル、)",
,,,,
,取り～②「取り」が付かないと意味があまり変わらないもの,,,
437,を取り除く,とりのぞく,"loại bỏ (不純物 chất cặn bã, ごみ)",
,を取り去る,とりさる,loại bỏ,
,を除去する,じょきょ,loại bỏ,
438,を取り替える,とりかえる,"①　thay thế bằng cái mới
②　trao đổi (姉とセーターを)",
,を交換する,こうかん,"thay thế, trao đổi",
439,を取り付ける,とりつける,"①　gắn, lắp đặt, trang bị (エアコンを、火災報知器を)
②　thỏa thuận (契約を)",
,を取り外す,とりはずす,"dở bỏ, tháo bỏ",
,を据え付ける,すえつける,"lắp đặt, trang bị",
440,を取り扱う,とりあつかう,"①　đối đãi, xử lý vật(壊れやすいものを丁寧に)
②　đối xử con người (公平に)
③　cung cấp, có (コンビニでは切手は取り扱っていない)
④　làm, thực hiện (Aではなく、Bも取り扱う)",
441,を取り決める,とりきめる,quyết định (契約条件を),
442,を取りまとめる,とりまとめる,"①　tập hợp (荷物を)
②　thu xếp　(商談　đàm phán thương mại, 縁談 えんだん dạm hỏi đám cưới)",
,取りまとめ役,とりまとめやく,"người giữ vai trò tập hợp, thu xếp",
443,を取りやめる,とりやめる,"hủy bỏ, cancel (旅行を)",
,取りやめになる,,bị hủy,
,取りやめにする,,hủy,
444,を取り寄せる,とりよせる,"đặt mang đến nhà, order (全国からおいしいものを)",
,,,,
,突き～①　激しい勢いで～する、間近に～する,,,
445,を突き返す,つきかえす,"không chấp nhận, bị trả lại (上司から報告書を)",
446,を突き飛ばす,つきとばす,"đẩy văng ra, xô ra (警官を)",
447,を突き上げる,つきあげる,"① giơ lên (こぶし nắm đấm)
② thúc đẩy, thúc ép (thúc ép ai đó)
③ sôi sục, dâng trào (怒りが)",
,（が）こみ上げる,,"sôi sục, dâng trào",
448,を突き出す,つきだす,"① hất ra, đưa ra, chìa ra (あご　cằm)
② đưa ra, giao cho (スリを警察に giao kẻ móc túi cho cảnh sát)",
449,を突き放す,つきはなす,"rời bỏ, bỏ mặc (子供を)",
450,を突きつける,つきつける,"chìa ra, đưa ra (ナイフを、証拠を)",
451,を突き合わせる,つきあわせる,"① đối mặt, đối đầu (膝を　ひざ)
② so sánh (原本と写本を　しゃほん bản chính và bản sao)",
,,,,
,～突き～②　最後まで～する,,,
452,を突き止める,つきとめる,xác định　（犯人の隠れ家　かくれが　nơi ẩn náu của tội phạm、理由、原因、責任の所在）,
453,を突き詰める,つきつめる,"tìm hiểu, điều tra kĩ lưỡng　（不明な点を）",
,,,,
,飛び～,,,
454,が飛び降りる,とびおりる,"①　nhảy xuống (高いところから)
②　nhảy ra khỏi (電車から)",
455,が飛び歩く,とびあるく,"bay vòng vòng, bay đến nơi này nơi kia (đi công tác chỗ này chỗ kia)",
456,が飛び起きる,とびおきる,bật dậy (khi ngủ dậy),
457,が飛び越える,とびこえる,"nhảy vượt qua người khác, tiến bộ, vượt mặt",
,が飛び越す,とびこす,nhảy vượt qua (cự ly),
458,が飛びつく,とびつく,"đến mục tiêu một cách rất nhanh, bay ập tới (父親に)",
459,が飛び散る,とびちる,bắn tứ tung (汗、花火、),
460,が飛び跳ねる,とびはねる,"nhảy lên nhảy xuống, nhảy tưng tưng",
,,,,
,差し～,,,
461,を差し出す,さしだす,đưa cái gì về phía đối phương (手、招待状　しょうたいじょう),
,差出人,さしだしにん,"người đưa, người gửi",
462,を差し伸べる,さしのべる,"đưa cái gì về phía đối phương nhưng thường có kèm thêm ẩn ý
手を差し伸べる đưa tay về phía đối phương nhưng thường có kèm thêm ẩn ý giúp đỡ, hỗ trợ, v.v ",
463,を差し挟む,さしはさむ,"nhét vào, chèn vào (本にしおりを tấm đánh dấu trang, 口を chen vào câu chuyện)",
464,を差し引く,さしひく,khấu trừ (給料から税金を),
,を控除する,こうじょ,khấu trừ (給料から税金を),
465,を差し控える,さしひかえる,từ chối không nhúng tay vào,
466,を差し替える,さしかえる,"thay thế một cái xấu bằng một cái tốt (trước khi nó bắt đầu được sử dụng.) (新しいものを)
間違いがあったので、3枚目を差し替えた。",
,を入れ替える,いれかえる,"trao đổi, đổi chỗ   コップとグラスの場所を入れ替えた。",
,を取り替える,とりかえる,"thay thế một cái đã bị hư hỏng, không dùng được nữa bằng một cái tốt (sau khi đã được sử dụng )  電池が切れているようなので、取り換えよう。",
467,が差し迫る,さしせまる,"đến gần, áp sát, cận kề (締切りが、危険が)",
,,,,
,引き～,,,
468,を引き上げる,ひきあげる,"① kéo lên, nâng lên (沈んだ船を)
② nâng lên (消費税を)
③ nâng đỡ (部長に)",
469,が/を引き揚げる,ひきあげる,"rút lui, rút binh lính　(戦地から、軍隊を)",
,が撤退する,てったい,rút lui,
470,が引き下がる,ひきさがる,"rời khỏi, rút lui khỏi (部屋から、会議室から、政界の第一線,)",
,が退く,しりぞく,"nghỉ việc, rút lại, từ bỏ",
471,を引き止める,ひきとめる,"kéo giữ lại, không để cho đi (客さんを)",
472,が/を引き取る,ひきとる,"① thu lại (古い家電製品を)
② chăm sóc, nhận nuôi dưỡng (母を、野良犬　のらいぬ chó hoang)",
473,を引きずる,ひきずる,"① kéo lê (荷物を)
② lôi kéo (歯医者に子供を)
③ kéo dài, giữ mãi trong lòng (過去の失敗を)",
474,を引き締める,ひきしめる,"① siết chặt, thắt chặt (ウエストを siết vòng eo, làm eo thon)
② siết chặt tinh thần (気を nghiêm túc, tập trung tinh thần lại)
③ siết chặt, thắt chặt thu chi, kinh tế(家計 chi tiêu trong gia đình)",
,金融引き締め,きんゆうひきしめ,siết chặt tài chính,
475,が引きこもる,ひきこもる,"nhốt mình ở nhà, không ra ngoài",
476,を引き伸ばす,ひきのばす,"① phóng to, kéo ra (写真を)
② kéo ra, làm dài ra, kéo thẳng ra (曲がった針金を、)",
477,を引き延ばす,ひきのばす,"delay, chậm trễ, trì hoãn (解決を、返事、支払い、会議、)",
,,,,
,振り～,,,
478,を振り返る,ふりかえる,"① quay lại, bị gọi nên quay lại 
② nhìn lại, nhớ lại thời gian (一年を nhìn lại một năm)",
,が/を振り向く,ふりむく,"quay lại, bị gọi nên quay lại ",
479,を振り替える,ふりかえる,"bù vào, thay thế (休みは翌月曜日に、バス輸送に)
tạm thời sử dụng thay thế cái này bằng cái khác.",
,振替休日,ふりかえきゅうじつ,"nghỉ thay thế, nghỉ bù (làm bù nghỉ bù hoặc nghỉ bù lễ trùng ngày nghỉ)",
,振替輸送,ふりかえゆそう,"thay thế cách vận chuyển, chuyển phát, chuyên chở",
480,を振り回す,ふりまわす,"① vung, múa may vòng vòng (ナイフ, 棒)
② thao túng, điều khiển, khống chế (恋人を、)
③ thao túng (権力を)",
,を振りかざす,ふりかざす,"vung (vũ khí), thao túng (quyền lực)",
,,,,
481,パネル,panel,"tấm, bảng (を取り付ける、をはめる　gắn)",
482,センサー,censor,cảm biến,
,センサーが働く,,cảm biến hoạt động,
483,ディスプレイ,display,"① sự hiển thị (ウィンドウズのディスプレイ sự hiển thị của màn hình window máy tính)
② màn hình máy tính　(コンピューターのディスプレイ)",
,ディスプレイをする,,làm hiển thị,
484,グッズ,goods,"vật phẩm, món đồ",
,N+グッズ,,món đồ để làm gì (防犯グッズ đồ chống trộm),
485,パック,pack,"① gói, đóng gói (１パック 1 gói)
② trọn gói, gói (tour du lịch)
③ ",
,パックになる,,"thành gói, làm thành gói (đồ vật, tour, gói cước điện thoại)",
,パックにする,,"đóng thành gói (đồ vật, tour, gói cước điện thoại)",
,真空パック,しんくう,gói hút chân không,
,パック詰め,パックづめ,đóng gói,
,包装,ほうそう,gói hàng,
,パックツアー,packtour,gói tour du lịch,
,パック旅行,パックりょこう,gói tour du lịch,
,パック料金,,trả tiền theo gói (cước điện thoại),
,パッケージ,package,gói hàng,
486,シングル,single,"① đơn(kích thước đơn, dành cho 1 người)
② một mình, cô đơn
③ đơn, thi đấu một mình
④ đơn, một mình mình (CDシングル盤 đĩa đơn)",
,シングルサイズ,single size,size đơn (dành cho 1 người),
,シングルベッド,single bed,giường đơn,
,シングルルーム,single room,phòng đơn,
,シングルライフ,single life,sống 1 mình,
,シングルマザー,single mother,mẹ đơn thân,
,シングルス,singles,thi đấu đơn (テニスのシングルス、卓球の、バドミントンの),
487,ダブル,double,"① đôi (kích thước dành cho 2 người)
② 2 lần, gấp đôi, 2 thứ
③ thi đấu đôi",
,ダブルサイズ,double size,kích thước dành cho 2 người,
,ダブルベッド,double bed,giường đôi,
,ダブルルーム,double room,phòng đôi,
,トリプル,triple,gấp ba,
,ダブルパンチ,double punch,"hai cú đấm (2 cú shock, 2 chuyện không vui cùng xảy ra)",
,ダブルスケール,double scale,phóng to 2 lần,
,ダブルプレー,double play,chơi 2 người,
,ダブルキャスト,double cast,đóng 2 vai,
,ダブルス,doubles,thi đấu đôi  (テニスのダブルス、卓球の、バドミントンの),
488,カタログ,catalog,catalog,
,カタログ販売,はんばい,catalog sản phẩm,
,カタログ通販,つうはん,catalog sản phẩm,
,商品目録,しょうひんもくろく,mục lục sản phẩm,
489,ブランド,brand,nhãn hiệu,
,ブランド品,,hàng hiệu,
,ブランド物,,đồ hiệu,
,一流ブランド,,nhãn hiệu hàng đầu,
,ファッションブランド,fashion brand,nhãn hiệu thời trang,
,高級ブランド,,nhãn hiệu cao cấp,
,トップブランド,top brand,nhãn hiệu top,
,有名ブランド,,nhãn hiệu nổi tiếng,
,偽ブランド,,nhãn hiệu giả mạo,
,ブランド志向,しこう,xu hướng hàng hiệu,
490,フリーマーケット,flea market,"chợ trời, chợ đồ cũ ngoài trời",
,フリーマーケットに出す,,đem ra chợ trời (bán),
,フリーマーケットに出品する,,đem sản phẩm ra chợ trời,
,フリーマーケットを開く,,mở cửa chợ trời,
,フリーマーケットを開催する,,tổ chức chợ trời,
,蚤の市,のみのいち,chợ trời,
491,スポンサー,sponsor,nhà tài trợ,
,出費者,しゅっぴしゃ,"người xuất tiền, người chi tiền",
492,キャンペーン,campaign,"chiến dịch (エイズ撲滅の ぼくめつ chiến dịch tiêu diệt AIDS, 
新発売のビールのキャンペーン chiến dịch bán ra loại bia mới)",
,キャンペーンをする,,thực hiện chiến dịch,
,キャンペーンを行う,,tổ chức chiến dịch,
493,イベント,event,sự kiện,
,イベントをする,,tổ chức sự kiện,
,イベントを行う,,tổ chức sự kiện,
,イベントを開く,,tổ chức sự kiện,
,イベントを開催する,,tổ chức sự kiện,
,一大イベント,いちだい,sự kiện lớn,
,メインイベント,Main event,sự kiện chính,
,イベント情報,,thông tin sự kiện,
,催し,もよおし,sự kiện,
494,フェスティバル,festival,lễ hội　（アニメフェスティバル、フラワーフェスティバル）,
,フェスティバルを開く,,tổ chức lễ hội,
,フェスティバルを開催する,かいさい,tổ chức lễ hội,
495,がパレードする,parade,diễu hành,
,優勝パレード,,diễu hành chiến thắng,
,祝勝パレード,しゅくしょう,diễu hành chúc mừng chiến thắng,
,結婚パレード,,diễu hành đám cưới,
496,ライブ,live,"① sống, làm trực tiếp(chơi nhạc sống　バンドのライブを見る)
② trực tiếp(sự kiện)",
,ライブをする,,"làm trực tiếp, chơi trực tiếp ",
,ライブハウス,,"tòa nhà trình diễn trực tiếp, phòng hòa nhạc",
,ライブ活動,,hoạt động trực tiếp,
,生演奏,なまえんそう,biểu diễn trực tiếp,
,ライブ放送,,phát sóng trực tiếp,
,ライブ中継,,phát sóng trực tiếp,
,ライブ映像,えいぞう,hình ảnh trực tiếp,
497,アウトドア,outdoor,(hoạt động) ngoài trời,
,アウトドア活動,,hoạt động ngoài trời,
,アウトドアスポーツ,,thể thao ngoài trời,
498,リゾート,resort,khu nghỉ dưỡng,
,リゾート地,,khu nghỉ dưỡng,
,リゾートホテル,,khách sạn resort,
,リゾート開発,,Phát triển khu nghỉ dưỡng ,
,保養地,ほようち,khu nghỉ dưỡng ,
499,スリル,thrill,"gay cấn, hồi hộp, cảm giác mạnh （cảm giác không bằng ホラー）",
,スリルがある⇔ない,,có ⇔ không có cảm gay cấn,
,スリル満点,,cảm giác gay cấn cực hạn,
,スリラー,thriller,"rùng rợn　(スリラー映画　phim có tính chất ly kì, rùng rợn)　",
,スリリング,thrilling,rùng rợn,
,はらはらする,,"lo lắng, đứng ngồi không yên",
500,ミステリー,mystery,"huyền bí, bí ẩn　（古代の）",
,ミステリー小説,,tiểu tuyết kì bí,
,ミステリー映画,,phim huyền bí,
,謎な,なぞ,"huyền bí, bí ẩn",
501,フィクション,fiction,"hư cấu, viễn tưởng",
,サイエンスフィクション,science　fiction,khoa học viễn tưởng,
,ノンフィクション,nonfiction,"không viễn tưởng, sự thật",
502,ヒーロー,hero,"① anh hùng　（国民のヒーロー）
② nhân vật nam chính(映画の、ドラマの、小説の)",
,英雄,えいゆう,anh hùng,
,ヒロイン,heroin,nhân vật nữ chính,
,主人公,しゅじんこう,nhân vật chính,
503,ファン,fan,"① người hâm mộ
② quạt, cánh quạt",
,ファンになる,,trở thành người hâm mộ,
,ファンレター,fan letter,thư của người hâm mộ,
504,がデービューする,debut,"ra mắt công chúng, xuất hiện lần đầu tiên",
505,プロフィール,profile,thông tin cá nhân,
506,イニシャル,initial,viết tắt tên gọi,
,頭文字,かしらもじ,chữ cái đầu dòng,
507,ポピュラー,popular,phổ biến,
